clip	duration[ms]
common_voice_en_42359230.mp3	7668
common_voice_en_42354520.mp3	6120
common_voice_en_42485549.mp3	9180
common_voice_en_41969909.mp3	7416
common_voice_en_42342310.mp3	8568
common_voice_en_42446838.mp3	3636
common_voice_en_42148257.mp3	2700
common_voice_en_41928068.mp3	6516
common_voice_en_42219153.mp3	5364
common_voice_en_42511580.mp3	4320
common_voice_en_42219196.mp3	6804
common_voice_en_42133021.mp3	9756
common_voice_en_42415924.mp3	7596
common_voice_en_42138592.mp3	5328
common_voice_en_42450219.mp3	5688
common_voice_en_42358971.mp3	7488
common_voice_en_42360444.mp3	5400
common_voice_en_42061895.mp3	3996
common_voice_en_41991280.mp3	9108
common_voice_en_42527770.mp3	5328
common_voice_en_42221610.mp3	6840
common_voice_en_42473416.mp3	6156
common_voice_en_42631436.mp3	9036
common_voice_en_42485566.mp3	7308
common_voice_en_41992230.mp3	4536
common_voice_en_42502859.mp3	5076
common_voice_en_42133039.mp3	6336
common_voice_en_41980474.mp3	5436
common_voice_en_42691374.mp3	4536
common_voice_en_42511039.mp3	6660
common_voice_en_42146442.mp3	6552
common_voice_en_42688173.mp3	7236
common_voice_en_42401157.mp3	4176
common_voice_en_42132372.mp3	8928
common_voice_en_42617972.mp3	4428
common_voice_en_41944778.mp3	6048
common_voice_en_42469207.mp3	7344
common_voice_en_41986305.mp3	6408
common_voice_en_42445042.mp3	15336
common_voice_en_41928579.mp3	9720
common_voice_en_42617977.mp3	7236
common_voice_en_41917514.mp3	4500
common_voice_en_42218647.mp3	5544
common_voice_en_42589466.mp3	4500
common_voice_en_41944465.mp3	7056
common_voice_en_42428723.mp3	5040
common_voice_en_42374646.mp3	7236
common_voice_en_42408758.mp3	10476
common_voice_en_42356756.mp3	5868
common_voice_en_42398838.mp3	4320
common_voice_en_42096962.mp3	6048
common_voice_en_41962973.mp3	6300
common_voice_en_42029832.mp3	5400
common_voice_en_42600722.mp3	8136
common_voice_en_42685604.mp3	4356
common_voice_en_42471318.mp3	5040
common_voice_en_42187885.mp3	6228
common_voice_en_42434670.mp3	8280
common_voice_en_42238822.mp3	6840
common_voice_en_42284538.mp3	5256
common_voice_en_42169452.mp3	3456
common_voice_en_42219131.mp3	6516
common_voice_en_42496126.mp3	9036
common_voice_en_42589407.mp3	7236
common_voice_en_42593522.mp3	3528
common_voice_en_42688295.mp3	4608
common_voice_en_42529643.mp3	3888
common_voice_en_42348190.mp3	5544
common_voice_en_42555572.mp3	7020
common_voice_en_42467337.mp3	7452
common_voice_en_42463110.mp3	7776
common_voice_en_42513617.mp3	7236
common_voice_en_42511136.mp3	5220
common_voice_en_42513243.mp3	4644
common_voice_en_41930765.mp3	6876
common_voice_en_42462603.mp3	4536
common_voice_en_41944156.mp3	4932
common_voice_en_41944894.mp3	5508
common_voice_en_42428755.mp3	4968
common_voice_en_42172065.mp3	9108
common_voice_en_42324776.mp3	5688
common_voice_en_41986244.mp3	3672
common_voice_en_42550948.mp3	7488
common_voice_en_42428724.mp3	5580
common_voice_en_42126504.mp3	5940
common_voice_en_42589282.mp3	10224
common_voice_en_42461325.mp3	7308
common_voice_en_41996843.mp3	5508
common_voice_en_42516412.mp3	7560
common_voice_en_41943192.mp3	5040
common_voice_en_41928550.mp3	4248
common_voice_en_42145602.mp3	6048
common_voice_en_42462730.mp3	9792
common_voice_en_41977525.mp3	5292
common_voice_en_42462903.mp3	8388
common_voice_en_41928610.mp3	8748
common_voice_en_42145863.mp3	4248
common_voice_en_42434677.mp3	6516
common_voice_en_42604516.mp3	5040
common_voice_en_42516933.mp3	5400
common_voice_en_42480092.mp3	9576
common_voice_en_41986023.mp3	5400
common_voice_en_42455395.mp3	8280
common_voice_en_42148573.mp3	4500
common_voice_en_42488248.mp3	6948
common_voice_en_42537237.mp3	7308
common_voice_en_41952157.mp3	8568
common_voice_en_42446768.mp3	7488
common_voice_en_41982486.mp3	5040
common_voice_en_41921805.mp3	10080
common_voice_en_42511523.mp3	4068
common_voice_en_41916903.mp3	9288
common_voice_en_42135090.mp3	2520
common_voice_en_42376189.mp3	5544
common_voice_en_42411756.mp3	5976
common_voice_en_41926561.mp3	7236
common_voice_en_42200275.mp3	7488
common_voice_en_42211839.mp3	4464
common_voice_en_42135254.mp3	5040
common_voice_en_42188307.mp3	4464
common_voice_en_42462857.mp3	5040
common_voice_en_42196672.mp3	8460
common_voice_en_42617980.mp3	5616
common_voice_en_42213570.mp3	5868
common_voice_en_41968404.mp3	5256
common_voice_en_42238778.mp3	8100
common_voice_en_42218879.mp3	4860
common_voice_en_42685602.mp3	6588
common_voice_en_42499469.mp3	6048
common_voice_en_41962715.mp3	5220
common_voice_en_42251785.mp3	4248
common_voice_en_42387446.mp3	4608
common_voice_en_42172091.mp3	8388
common_voice_en_41928631.mp3	6768
common_voice_en_42462727.mp3	8460
common_voice_en_42038926.mp3	5328
common_voice_en_42629002.mp3	5508
common_voice_en_42433537.mp3	4608
common_voice_en_42502920.mp3	5688
common_voice_en_42264292.mp3	7308
common_voice_en_42311174.mp3	3816
common_voice_en_42658389.mp3	4140
common_voice_en_42387512.mp3	4356
common_voice_en_42479020.mp3	4536
common_voice_en_42360369.mp3	4068
common_voice_en_42393676.mp3	9180
common_voice_en_42238523.mp3	6120
common_voice_en_42096980.mp3	5508
common_voice_en_42212146.mp3	9108
common_voice_en_41971440.mp3	4716
common_voice_en_42142175.mp3	5940
common_voice_en_42238694.mp3	7920
common_voice_en_42693431.mp3	4644
common_voice_en_42511682.mp3	4032
common_voice_en_42608110.mp3	8100
common_voice_en_42251707.mp3	10584
common_voice_en_42238707.mp3	6840
common_voice_en_42148201.mp3	5652
common_voice_en_41928402.mp3	6876
common_voice_en_42488090.mp3	6408
common_voice_en_42516888.mp3	6480
common_voice_en_42450243.mp3	5220
common_voice_en_42165093.mp3	5760
common_voice_en_42438048.mp3	4068
common_voice_en_42502655.mp3	5508
common_voice_en_42588822.mp3	5904
common_voice_en_41920845.mp3	5580
common_voice_en_41954807.mp3	5580
common_voice_en_41942000.mp3	7020
common_voice_en_42511096.mp3	4860
common_voice_en_41991289.mp3	7776
common_voice_en_41921796.mp3	8028
common_voice_en_42533408.mp3	10260
common_voice_en_41976410.mp3	5508
common_voice_en_42123924.mp3	6480
common_voice_en_42131181.mp3	11448
common_voice_en_42618015.mp3	4068
common_voice_en_42498920.mp3	6048
common_voice_en_42110096.mp3	6516
common_voice_en_42547231.mp3	6696
common_voice_en_42484745.mp3	8388
common_voice_en_42674756.mp3	5436
common_voice_en_42251401.mp3	5940
common_voice_en_42523876.mp3	6876
common_voice_en_42500616.mp3	5796
common_voice_en_42428972.mp3	4392
common_voice_en_42484141.mp3	8316
common_voice_en_41985801.mp3	7308
common_voice_en_42602339.mp3	5976
common_voice_en_42511135.mp3	8136
common_voice_en_41928543.mp3	6876
common_voice_en_42670678.mp3	3420
common_voice_en_42600394.mp3	6120
common_voice_en_42543616.mp3	6876
common_voice_en_42625272.mp3	3276
common_voice_en_42555203.mp3	6156
common_voice_en_42143945.mp3	5220
common_voice_en_42348191.mp3	6372
common_voice_en_42498572.mp3	6552
common_voice_en_42597133.mp3	5580
common_voice_en_42455075.mp3	4680
common_voice_en_42034050.mp3	3456
common_voice_en_42357646.mp3	7020
common_voice_en_42099591.mp3	3780
common_voice_en_41912054.mp3	10080
common_voice_en_42691348.mp3	5328
common_voice_en_42555850.mp3	4068
common_voice_en_42511728.mp3	5580
common_voice_en_41958338.mp3	4248
common_voice_en_42413144.mp3	4536
common_voice_en_42589543.mp3	8496
common_voice_en_42581284.mp3	4176
common_voice_en_42566206.mp3	5328
common_voice_en_42688260.mp3	5220
common_voice_en_42177219.mp3	7308
common_voice_en_41945088.mp3	6948
common_voice_en_42048438.mp3	10188
common_voice_en_42527953.mp3	4068
common_voice_en_42555453.mp3	5148
common_voice_en_42428761.mp3	3420
common_voice_en_41945297.mp3	3240
common_voice_en_42635720.mp3	7128
common_voice_en_41992231.mp3	2772
common_voice_en_41942361.mp3	5508
common_voice_en_42158221.mp3	6300
common_voice_en_41917275.mp3	8496
common_voice_en_42527890.mp3	6732
common_voice_en_42550905.mp3	3636
common_voice_en_42145598.mp3	8676
common_voice_en_42591775.mp3	6696
common_voice_en_42009517.mp3	6408
common_voice_en_42398775.mp3	6840
common_voice_en_42160863.mp3	4068
common_voice_en_42436990.mp3	5868
common_voice_en_42454909.mp3	6408
common_voice_en_42599359.mp3	7380
common_voice_en_41945121.mp3	5220
common_voice_en_42586450.mp3	6048
common_voice_en_42177701.mp3	3816
common_voice_en_42635776.mp3	9000
common_voice_en_42629184.mp3	4032
common_voice_en_42688272.mp3	5976
common_voice_en_42246837.mp3	5868
common_voice_en_42429189.mp3	4932
common_voice_en_42610533.mp3	5328
common_voice_en_41930823.mp3	5796
common_voice_en_42458975.mp3	8424
common_voice_en_42691353.mp3	5400
common_voice_en_42420744.mp3	3168
common_voice_en_41993610.mp3	4716
common_voice_en_42643263.mp3	9288
common_voice_en_41971303.mp3	4608
common_voice_en_42610728.mp3	10440
common_voice_en_42110100.mp3	5688
common_voice_en_42589136.mp3	6048
common_voice_en_41952177.mp3	3996
common_voice_en_42357707.mp3	4968
common_voice_en_42096960.mp3	4320
common_voice_en_41918517.mp3	8640
common_voice_en_41954809.mp3	5616
common_voice_en_42502000.mp3	5796
common_voice_en_41982537.mp3	8568
common_voice_en_41945185.mp3	7740
common_voice_en_42537421.mp3	3600
common_voice_en_42511427.mp3	6372
common_voice_en_42218789.mp3	4500
common_voice_en_42457443.mp3	5580
common_voice_en_41917420.mp3	5076
common_voice_en_42374724.mp3	4608
common_voice_en_42498580.mp3	6984
common_voice_en_42617963.mp3	6228
common_voice_en_41918418.mp3	5508
common_voice_en_42629117.mp3	11052
common_voice_en_42431205.mp3	5688
common_voice_en_42129167.mp3	6084
common_voice_en_42142009.mp3	6444
common_voice_en_42038986.mp3	4356
common_voice_en_41928628.mp3	6660
common_voice_en_42110097.mp3	3420
common_voice_en_42194417.mp3	6948
common_voice_en_42220712.mp3	5868
common_voice_en_42450638.mp3	9288
common_voice_en_41982461.mp3	9576
common_voice_en_42628999.mp3	8388
common_voice_en_42251647.mp3	3276
common_voice_en_42502971.mp3	4320
common_voice_en_41955662.mp3	4788
common_voice_en_42600675.mp3	7920
common_voice_en_42473433.mp3	7020
common_voice_en_41933744.mp3	6660
common_voice_en_42393695.mp3	11520
common_voice_en_41917453.mp3	5328
common_voice_en_42593523.mp3	5976
common_voice_en_42528615.mp3	5148
common_voice_en_42681846.mp3	6300
common_voice_en_42689910.mp3	2772
common_voice_en_41984118.mp3	4752
common_voice_en_42513309.mp3	4320
common_voice_en_42454334.mp3	3096
common_voice_en_42595754.mp3	10548
common_voice_en_42033241.mp3	6336
common_voice_en_42365722.mp3	5580
common_voice_en_41928597.mp3	9000
common_voice_en_42550144.mp3	4464
common_voice_en_42342437.mp3	4680
common_voice_en_42099584.mp3	5796
common_voice_en_42496700.mp3	7740
common_voice_en_42657230.mp3	7632
common_voice_en_42342409.mp3	9108
common_voice_en_42484260.mp3	3672
common_voice_en_42200295.mp3	5076
common_voice_en_42421063.mp3	7956
common_voice_en_41982482.mp3	5760
common_voice_en_41990924.mp3	13968
common_voice_en_42455412.mp3	3960
common_voice_en_42605502.mp3	10836
common_voice_en_42096961.mp3	4140
common_voice_en_42558608.mp3	9396
common_voice_en_41982666.mp3	8892
common_voice_en_42581236.mp3	4320
common_voice_en_42484094.mp3	5940
common_voice_en_41921159.mp3	7560
common_voice_en_42625627.mp3	4608
common_voice_en_42658006.mp3	6768
common_voice_en_42511400.mp3	6516
common_voice_en_41982434.mp3	9000
common_voice_en_42048458.mp3	9396
common_voice_en_42523770.mp3	6840
common_voice_en_41942436.mp3	8316
common_voice_en_41986369.mp3	4248
common_voice_en_42479115.mp3	2628
common_voice_en_42503713.mp3	3420
common_voice_en_42517102.mp3	4356
common_voice_en_42652855.mp3	5508
common_voice_en_42097808.mp3	7560
common_voice_en_42504444.mp3	5076
common_voice_en_41928889.mp3	4896
common_voice_en_42357634.mp3	8676
common_voice_en_42387606.mp3	4176
common_voice_en_41944657.mp3	7020
common_voice_en_41952243.mp3	6840
common_voice_en_42555776.mp3	3816
common_voice_en_42498608.mp3	4464
common_voice_en_42442470.mp3	10440
common_voice_en_42462701.mp3	7920
common_voice_en_41996253.mp3	5976
common_voice_en_41992284.mp3	5940
common_voice_en_42657657.mp3	6732
common_voice_en_42493980.mp3	3780
common_voice_en_42500641.mp3	4608
common_voice_en_42550072.mp3	3816
common_voice_en_42643403.mp3	5328
common_voice_en_41917396.mp3	7308
common_voice_en_42110186.mp3	5112
common_voice_en_42431139.mp3	8208
common_voice_en_41925345.mp3	3816
common_voice_en_41928448.mp3	4140
common_voice_en_42653023.mp3	7380
common_voice_en_42470955.mp3	6876
common_voice_en_42280962.mp3	7128
common_voice_en_42134936.mp3	6408
common_voice_en_42312901.mp3	8280
common_voice_en_41974464.mp3	7668
common_voice_en_42527831.mp3	5040
common_voice_en_42631360.mp3	7668
common_voice_en_42478452.mp3	6228
common_voice_en_42657135.mp3	4032
common_voice_en_41917317.mp3	8748
common_voice_en_41925101.mp3	5868
common_voice_en_42040061.mp3	6516
common_voice_en_42450635.mp3	3780
common_voice_en_41980274.mp3	8280
common_voice_en_41944672.mp3	8136
common_voice_en_42512995.mp3	8388
common_voice_en_42468719.mp3	9648
common_voice_en_42348279.mp3	7056
common_voice_en_42446772.mp3	2196
common_voice_en_41915309.mp3	6408
common_voice_en_42469235.mp3	3996
common_voice_en_41996849.mp3	6120
common_voice_en_42550926.mp3	6588
common_voice_en_42483961.mp3	6696
common_voice_en_41969914.mp3	9936
common_voice_en_42543631.mp3	4032
common_voice_en_42693391.mp3	5760
common_voice_en_41970790.mp3	2268
common_voice_en_41940781.mp3	2700
common_voice_en_42246880.mp3	7776
common_voice_en_42681020.mp3	5040
common_voice_en_41921743.mp3	8640
common_voice_en_42469321.mp3	6696
common_voice_en_42511043.mp3	5760
common_voice_en_42358785.mp3	4680
common_voice_en_42484025.mp3	5580
common_voice_en_42620081.mp3	6300
common_voice_en_42348636.mp3	7956
common_voice_en_42559482.mp3	4680
common_voice_en_42546213.mp3	6948
common_voice_en_42619199.mp3	7308
common_voice_en_42142924.mp3	5616
common_voice_en_41987041.mp3	4932
common_voice_en_42450636.mp3	8676
common_voice_en_42026920.mp3	5040
common_voice_en_42359233.mp3	6408
common_voice_en_42513306.mp3	4572
common_voice_en_41986052.mp3	8676
common_voice_en_42528616.mp3	2916
common_voice_en_42395417.mp3	6120
common_voice_en_42567714.mp3	8028
common_voice_en_42600524.mp3	4536
common_voice_en_42552607.mp3	9000
common_voice_en_41957417.mp3	7164
common_voice_en_42558607.mp3	6228
common_voice_en_42523749.mp3	7920
common_voice_en_41942375.mp3	9432
common_voice_en_42138623.mp3	3816
common_voice_en_42463063.mp3	4428
common_voice_en_42496711.mp3	5076
common_voice_en_41933769.mp3	11556
common_voice_en_42380242.mp3	10908
common_voice_en_42527825.mp3	6444
common_voice_en_42527967.mp3	6552
common_voice_en_42148279.mp3	2124
common_voice_en_42496913.mp3	4176
common_voice_en_42420698.mp3	5724
common_voice_en_42591815.mp3	6588
common_voice_en_42133063.mp3	12060
common_voice_en_42374587.mp3	4428
common_voice_en_42150926.mp3	5688
common_voice_en_42374586.mp3	7776
common_voice_en_42693856.mp3	2844
common_voice_en_41915056.mp3	11160
common_voice_en_42119495.mp3	10620
common_voice_en_42566511.mp3	5076
common_voice_en_42312771.mp3	6948
common_voice_en_41977207.mp3	6516
common_voice_en_42664360.mp3	5076
common_voice_en_42142321.mp3	6768
common_voice_en_42510043.mp3	6876
common_voice_en_42126490.mp3	6948
common_voice_en_42342364.mp3	7308
common_voice_en_42099529.mp3	10188
common_voice_en_42411757.mp3	4140
common_voice_en_42164688.mp3	5940
common_voice_en_42172051.mp3	10476
common_voice_en_42511114.mp3	5616
common_voice_en_41929315.mp3	6336
common_voice_en_42502955.mp3	5220
common_voice_en_41921790.mp3	5148
common_voice_en_42124348.mp3	6660
common_voice_en_42589595.mp3	4968
common_voice_en_42433538.mp3	5868
common_voice_en_42221286.mp3	6588
common_voice_en_41982169.mp3	6696
common_voice_en_42333486.mp3	4176
common_voice_en_42319819.mp3	6948
common_voice_en_42557319.mp3	3888
common_voice_en_42221107.mp3	4248
common_voice_en_42661966.mp3	6696
common_voice_en_41915062.mp3	11520
common_voice_en_42132950.mp3	4464
common_voice_en_42660551.mp3	6084
common_voice_en_42488446.mp3	5328
common_voice_en_42558588.mp3	4320
common_voice_en_42148246.mp3	2304
common_voice_en_42510787.mp3	7020
common_voice_en_42421032.mp3	5796
common_voice_en_42246879.mp3	7200
common_voice_en_41945330.mp3	4356
common_voice_en_42350411.mp3	7488
common_voice_en_42485783.mp3	4500
common_voice_en_42652930.mp3	6408
common_voice_en_42614742.mp3	3528
common_voice_en_42550874.mp3	5508
common_voice_en_42522116.mp3	14472
common_voice_en_42483928.mp3	6120
common_voice_en_42600651.mp3	3348
common_voice_en_42556971.mp3	5940
common_voice_en_42420829.mp3	5436
common_voice_en_42658330.mp3	5076
common_voice_en_41925169.mp3	8028
common_voice_en_42420739.mp3	3888
common_voice_en_42344863.mp3	6084
common_voice_en_42617964.mp3	3888
common_voice_en_42483622.mp3	2916
common_voice_en_42511718.mp3	6156
common_voice_en_42688023.mp3	6372
common_voice_en_41929046.mp3	8820
common_voice_en_42550675.mp3	13104
common_voice_en_42160853.mp3	6048
common_voice_en_42680118.mp3	6480
common_voice_en_42217074.mp3	3960
common_voice_en_42126515.mp3	5076
common_voice_en_42511030.mp3	5040
common_voice_en_41942359.mp3	5580
common_voice_en_41943923.mp3	6660
common_voice_en_42399679.mp3	7668
common_voice_en_42593524.mp3	4356
common_voice_en_42628929.mp3	3096
common_voice_en_41917529.mp3	9648
common_voice_en_41982660.mp3	4536
common_voice_en_41929457.mp3	4428
common_voice_en_42527190.mp3	2988
common_voice_en_42684976.mp3	5256
common_voice_en_41942003.mp3	9900
common_voice_en_42221365.mp3	5400
common_voice_en_42625619.mp3	8316
common_voice_en_42529546.mp3	4896
common_voice_en_41945200.mp3	3780
common_voice_en_41952203.mp3	6120
common_voice_en_42148418.mp3	9216
common_voice_en_42487694.mp3	4500
common_voice_en_41962974.mp3	7236
common_voice_en_41930810.mp3	3960
common_voice_en_42061864.mp3	8856
common_voice_en_41948344.mp3	4248
common_voice_en_42360469.mp3	3960
common_voice_en_42455195.mp3	5436
common_voice_en_42373027.mp3	5580
common_voice_en_41940976.mp3	6336
common_voice_en_42000661.mp3	4536
common_voice_en_41917456.mp3	6876
common_voice_en_42221364.mp3	6156
common_voice_en_42628871.mp3	5796
common_voice_en_42391423.mp3	3888
common_voice_en_41920872.mp3	3636
common_voice_en_41944634.mp3	4536
common_voice_en_42129170.mp3	4824
common_voice_en_42437234.mp3	5004
common_voice_en_41986270.mp3	4860
common_voice_en_42251199.mp3	3708
common_voice_en_42610541.mp3	7668
common_voice_en_42485849.mp3	5616
common_voice_en_42461326.mp3	9900
common_voice_en_41917468.mp3	5868
common_voice_en_42221559.mp3	3528
common_voice_en_42575184.mp3	10908
common_voice_en_41917370.mp3	6768
common_voice_en_42133354.mp3	5580
common_voice_en_42143544.mp3	6372
common_voice_en_42292165.mp3	7488
common_voice_en_42511434.mp3	8280
common_voice_en_42061861.mp3	6876
common_voice_en_41944895.mp3	7416
common_voice_en_42251827.mp3	4896
common_voice_en_42499473.mp3	9288
common_voice_en_42142749.mp3	7056
common_voice_en_41986341.mp3	5256
common_voice_en_41929470.mp3	4860
common_voice_en_42175314.mp3	6480
common_voice_en_41997700.mp3	6876
common_voice_en_42629043.mp3	7668
common_voice_en_42246957.mp3	7488
common_voice_en_42221562.mp3	8280
common_voice_en_42687884.mp3	4824
common_voice_en_42455198.mp3	7488
common_voice_en_42038359.mp3	6660
common_voice_en_41984563.mp3	6300
common_voice_en_41944869.mp3	3996
common_voice_en_42454786.mp3	9648
common_voice_en_41936937.mp3	5040
common_voice_en_42603569.mp3	6516
common_voice_en_41929096.mp3	4608
common_voice_en_41974787.mp3	3924
common_voice_en_41926279.mp3	8748
common_voice_en_41917180.mp3	6408
common_voice_en_42594338.mp3	4896
common_voice_en_42124021.mp3	4716
common_voice_en_42595434.mp3	4536
common_voice_en_42478447.mp3	4356
common_voice_en_42148852.mp3	4248
common_voice_en_42238715.mp3	8280
common_voice_en_42450220.mp3	6660
common_voice_en_42270190.mp3	6048
common_voice_en_41995700.mp3	4320
common_voice_en_42449955.mp3	3420
common_voice_en_42046275.mp3	7272
common_voice_en_41938744.mp3	5436
common_voice_en_42511587.mp3	5076
common_voice_en_42511654.mp3	4968
common_voice_en_42148233.mp3	2592
common_voice_en_41982459.mp3	6120
common_voice_en_42142497.mp3	5472
common_voice_en_42148419.mp3	8640
common_voice_en_41977890.mp3	6840
common_voice_en_42657060.mp3	3672
common_voice_en_42126494.mp3	5040
common_voice_en_42513379.mp3	7956
common_voice_en_41928644.mp3	5976
common_voice_en_42220417.mp3	5688
common_voice_en_42436984.mp3	3708
common_voice_en_42420748.mp3	3816
common_voice_en_42165121.mp3	6048
common_voice_en_42489533.mp3	11268
common_voice_en_42399730.mp3	6696
common_voice_en_42129095.mp3	6012
common_voice_en_42455396.mp3	5220
common_voice_en_42484346.mp3	5400
common_voice_en_41912062.mp3	8280
common_voice_en_42251825.mp3	4140
common_voice_en_42589544.mp3	5148
common_voice_en_41962661.mp3	5328
common_voice_en_42124344.mp3	5868
common_voice_en_42334403.mp3	7236
common_voice_en_42226617.mp3	8388
common_voice_en_42484324.mp3	5472
common_voice_en_41926226.mp3	8316
common_voice_en_42500620.mp3	3168
common_voice_en_42537418.mp3	7380
common_voice_en_42550559.mp3	3312
common_voice_en_42238764.mp3	8568
common_voice_en_42462532.mp3	8172
common_voice_en_41944813.mp3	6948
common_voice_en_42644647.mp3	4824
common_voice_en_42479027.mp3	5796
common_voice_en_42685418.mp3	11628
common_voice_en_42135325.mp3	1980
common_voice_en_42218845.mp3	4140
common_voice_en_42027002.mp3	5148
common_voice_en_42502021.mp3	8280
common_voice_en_41948208.mp3	5580
common_voice_en_42365542.mp3	7308
common_voice_en_42081316.mp3	8676
common_voice_en_41977887.mp3	8028
common_voice_en_41982540.mp3	6480
common_voice_en_42581328.mp3	6588
common_voice_en_42594357.mp3	4716
common_voice_en_42133062.mp3	9036
common_voice_en_41969893.mp3	6768
common_voice_en_42687538.mp3	7812
common_voice_en_42428911.mp3	4608
common_voice_en_42550114.mp3	5076
common_voice_en_42182369.mp3	7740
common_voice_en_42220630.mp3	7200
common_voice_en_41927095.mp3	6516
common_voice_en_41929458.mp3	3996
common_voice_en_42484071.mp3	6660
common_voice_en_42674148.mp3	3960
common_voice_en_42693736.mp3	3852
common_voice_en_41924939.mp3	10440
common_voice_en_42527902.mp3	7488
common_voice_en_42024675.mp3	4428
common_voice_en_41927927.mp3	6480
common_voice_en_42468758.mp3	9000
common_voice_en_41928254.mp3	6840
common_voice_en_41928464.mp3	7596
common_voice_en_42688261.mp3	7704
common_voice_en_42360353.mp3	4860
common_voice_en_41929248.mp3	3780
common_voice_en_42238841.mp3	7236
common_voice_en_41995578.mp3	3132
common_voice_en_42437264.mp3	6624
common_voice_en_42438108.mp3	3600
common_voice_en_42489525.mp3	9288
common_voice_en_42246827.mp3	10188
common_voice_en_42437265.mp3	4536
common_voice_en_42657999.mp3	4356
common_voice_en_41945167.mp3	3096
common_voice_en_41945386.mp3	3996
common_voice_en_41953308.mp3	6768
common_voice_en_42132360.mp3	6120
common_voice_en_42513267.mp3	5940
common_voice_en_41944635.mp3	6588
common_voice_en_42358961.mp3	7956
common_voice_en_42652201.mp3	7308
common_voice_en_42420666.mp3	7668
common_voice_en_41958320.mp3	4680
common_voice_en_42119528.mp3	6840
common_voice_en_42683096.mp3	6012
common_voice_en_42488098.mp3	5868
common_voice_en_42478390.mp3	10980
common_voice_en_42097158.mp3	6012
common_voice_en_42693564.mp3	6372
common_voice_en_42643370.mp3	7668
common_voice_en_42477081.mp3	5076
common_voice_en_42552144.mp3	11880
common_voice_en_41952274.mp3	6336
common_voice_en_42527952.mp3	5760
common_voice_en_42483971.mp3	10692
common_voice_en_42348323.mp3	3888
common_voice_en_42533736.mp3	6264
common_voice_en_42218953.mp3	5292
common_voice_en_42621209.mp3	4752
common_voice_en_41992293.mp3	3420
common_voice_en_42452316.mp3	7596
common_voice_en_42391424.mp3	7056
common_voice_en_42484783.mp3	10368
common_voice_en_42468731.mp3	7380
common_voice_en_42629901.mp3	9288
common_voice_en_42431432.mp3	9360
common_voice_en_42387402.mp3	5328
common_voice_en_42142885.mp3	6660
common_voice_en_42099532.mp3	5796
common_voice_en_41951794.mp3	9648
common_voice_en_42513319.mp3	7308
common_voice_en_42210984.mp3	8388
common_voice_en_42474682.mp3	10296
common_voice_en_42450305.mp3	3096
common_voice_en_42097159.mp3	9828
common_voice_en_41986276.mp3	6768
common_voice_en_42148330.mp3	5508
common_voice_en_42148489.mp3	2916
common_voice_en_41921740.mp3	5796
common_voice_en_42231695.mp3	12528
common_voice_en_41945265.mp3	6660
common_voice_en_41971844.mp3	5220
common_voice_en_42275437.mp3	6696
common_voice_en_42099559.mp3	5184
common_voice_en_42333610.mp3	4536
common_voice_en_42591790.mp3	7848
common_voice_en_41930683.mp3	6588
common_voice_en_42513159.mp3	7380
common_voice_en_42605516.mp3	6768
common_voice_en_42420693.mp3	3852
common_voice_en_42131125.mp3	7236
common_voice_en_41929468.mp3	2988
common_voice_en_41910501.mp3	6480
common_voice_en_42172064.mp3	7956
common_voice_en_42366847.mp3	9360
common_voice_en_42318637.mp3	3816
common_voice_en_42537261.mp3	7668
common_voice_en_42535557.mp3	5004
common_voice_en_41921727.mp3	6840
common_voice_en_42129092.mp3	5724
common_voice_en_42575170.mp3	7740
common_voice_en_42461437.mp3	7848
common_voice_en_41982487.mp3	4068
common_voice_en_41928553.mp3	6840
common_voice_en_42238637.mp3	11916
common_voice_en_42462839.mp3	6876
common_voice_en_42674709.mp3	5256
common_voice_en_42411758.mp3	6156
common_voice_en_42428977.mp3	5292
common_voice_en_41917494.mp3	5436
common_voice_en_42605520.mp3	7128
common_voice_en_42626265.mp3	7812
common_voice_en_42251576.mp3	8964
common_voice_en_42360490.mp3	3996
common_voice_en_41944815.mp3	7200
common_voice_en_42502923.mp3	6336
common_voice_en_41940979.mp3	4716
common_voice_en_42543615.mp3	5544
common_voice_en_42312610.mp3	8136
common_voice_en_41910683.mp3	7020
common_voice_en_42463097.mp3	3456
common_voice_en_42238987.mp3	8136
common_voice_en_42221990.mp3	6192
common_voice_en_42111322.mp3	5220
common_voice_en_42238967.mp3	7668
common_voice_en_42359036.mp3	4068
common_voice_en_42506748.mp3	11160
common_voice_en_42135111.mp3	13968
common_voice_en_42586455.mp3	5220
common_voice_en_41928226.mp3	8100
common_voice_en_42613427.mp3	106776
common_voice_en_41918324.mp3	2916
common_voice_en_41982415.mp3	7560
common_voice_en_42588967.mp3	4248
common_voice_en_42358946.mp3	8136
common_voice_en_41929275.mp3	4680
common_voice_en_42528026.mp3	8856
common_voice_en_42091869.mp3	6696
common_voice_en_42657473.mp3	6552
common_voice_en_42527979.mp3	5724
common_voice_en_42087086.mp3	8208
common_voice_en_42415908.mp3	4788
common_voice_en_42640189.mp3	8676
common_voice_en_41928640.mp3	6480
common_voice_en_42462872.mp3	5256
common_voice_en_42625266.mp3	6840
common_voice_en_42056602.mp3	5580
common_voice_en_42496967.mp3	4788
common_voice_en_42455377.mp3	3456
common_voice_en_42246833.mp3	7128
common_voice_en_42529736.mp3	6660
common_voice_en_42401162.mp3	4968
common_voice_en_42419935.mp3	7380
